ID,Posición,Area,Á.liq.,Grupo de personal,CODIGO POSTAL,Motivo de la RENUNCIA,Tipo de Baja,Banda,Baja,ReglaPHT,Alta,Antigüedad Clas,Antigüedad,Clave de sexo,Lugar de nacimiento,Clasificacion L. N,Edad del empleado,¿Cuanto tiempo tiene viviendo en Cd. Juarez?,Estado Civil,Hijos
1127,POS1380,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,06/09/2022,JF060600,22/12/2020,1 - 3 Años,623,Masculino,JUAREZ,CIUDAD ,36,10+ Years,U.Libre,1
1128,POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,06/09/2022,JF010600,05/01/2021,1 - 3 Años,609,Femenino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
1129,POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,06/09/2022,JT031800,14/01/2021,1 - 3 Años,600,Femenino,OAXACA,PAIS,45,10+ Years,U.Libre,2
1130,POS2939,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,06/09/2022,JS011500,11/08/2022,Menos de un Mes,26,Femenino,CORDOVA,PAIS,25,3-4 Years,Casado,0
1131,POS1323,VS5,S5,Direct,32599,Vol-Razones médicas,Voluntario,DO,06/09/2022,JF010600,30/11/2016,6 - 10 Años,2106,Femenino,JUAREZ,CIUDAD ,46,10+ Years,U.Libre,3
1132,POS1559,MFS,S5,Direct,32600,Vol-Otro empleo,Voluntario,DNO,06/09/2022,JT021800,29/06/2017,4 - 5 Años,1895,Masculino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
1133,POS1230,VS4,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DNO,09/09/2022,JT012324,05/02/2008,10+ Años,5330,Masculino,"CIUDAD JUAREZ, CHIH",CIUDAD ,39,10+ Years,Casado,1
1134,POS1559,MFS,S5,Direct,32590,Vol-Otro empleo,Voluntario,DNO,06/09/2022,JF010600,14/08/2009,10+ Años,4771,Masculino,JUAREZ,CIUDAD ,35,10+ Years,Casado,3
1135,POS1323,VS7,S5,Direct,32599,Imp.Tra-Ausentismos continuos,Impuesta,DO,08/09/2022,JF010600,11/11/2009,10+ Años,4684,Femenino,ACAPULCO,PAIS,49,Menos de un año,Divorciado,3
1136,POS723,LOG,S6,Exempt,32500,Vol-Transferencia entre planta,Voluntario,E4,05/09/2022,ADMINIST,28/03/2012,6 - 10 Años,3813,Masculino,CD. JUAREZ,CIUDAD ,32,Menos de un año,Soltero,1
1137,POS1230,VS4,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DNO,09/09/2022,JT012324,06/03/2013,6 - 10 Años,3474,Masculino,COAHUILA,PAIS,39,10+ Years,Casado,3
1138,POS347,LOG,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,08/09/2022,JS011500,24/09/2014,6 - 10 Años,2906,Masculino,DF,PAIS,38,10+ Years,U.Libre,2
1139,POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,06/09/2022,JF010600,14/01/2015,6 - 10 Años,2792,Femenino,JUAREZ,CIUDAD ,30,10+ Years,Soltero,0
1140,POS2003,VS5,S5,Direct,32599,Vol-Otro empleo,Voluntario,DO,06/09/2022,JF050600,26/10/2016,6 - 10 Años,2141,Femenino,JUAREZ,CIUDAD ,32,10+ Years,Soltero,2
1141,POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,16/09/2022,JT012324,09/01/2020,1 - 3 Años,981,Femenino,JUAREZ,CIUDAD ,25,10+ Years,Soltero,0
1142,POS1111,VS7,S5,Direct,32230,Vol-Otro empleo,Voluntario,DNO,13/09/2022,JF010600,13/01/2020,1 - 3 Años,974,Femenino,JUAREZ,CIUDAD ,31,10+ Years,Soltero,0
1143,POS1230,VS4,S5,Direct,32599,Vol-Otro empleo,Voluntario,DNO,13/09/2022,JS011500,19/11/2020,1 - 3 Años,663,Masculino,CHIHUAHUA,ESTADO,25,10+ Years,Soltero,0
1144,POS538,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,13/09/2022,JT031800,25/08/2022,Menos de un Mes,19,Femenino,CHIHUAHUA,ESTADO,29,10+ Years,Casado,4
1145,POS538,VS9-ABS,S5,Direct,32590,Vol-Insatisfacción personal,Voluntario,DO,13/09/2022,JT031800,25/08/2022,Menos de un Mes,19,Femenino,JUAREZ,CIUDAD ,26,10+ Years,Casado,2
1146,POS1323,VS1,S5,Direct,32500,Vol-Prob personales y/o fam.,Voluntario,DO,13/09/2022,JF010600,28/09/2017,4 - 5 Años,1811,Femenino,JUAREZ,CIUDAD ,25,10+ Years,Casado,1
1147,POS1230,VS5,S5,Direct,32598,Vol-Insatisfacción personal,Voluntario,DNO,13/09/2022,JF010600,30/06/2008,10+ Años,5188,Masculino,COAHUILA,PAIS,35,10+ Years,Soltero,0
1148,POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,13/09/2022,JT012324,08/10/2014,6 - 10 Años,2897,Femenino,CD. JUAREZ,CIUDAD ,39,10+ Years,Soltero,3
1149,POS2858,QMM,S6,Exempt,32652,Vol-Otro empleo,Voluntario,E4,14/09/2022,ADMINIST,09/12/2021,1 - 3 Años,279,Femenino,JUAREZ,CIUDAD ,30,Menos de un año,Casado,1
1150,POS1230,VS7,S5,Direct,32573,Vol-Otro empleo,Voluntario,DNO,13/09/2022,JS011500,09/09/2015,6 - 10 Años,2561,Masculino,CD. JUAREZ,CIUDAD ,26,10+ Years,Soltero,0
1151,POS251,HSE,S6,Exempt,32050,Vol-Otro empleo,Voluntario,E3,20/09/2022,ADMINIST,06/04/2015,6 - 10 Años,2724,Femenino,TAMPICO,PAIS,41,Menos de un año,Casado,2
1152,POS1230,VS7,S5,Direct,32590,Vol-Transferencia entre planta,Voluntario,DNO,23/09/2022,JF050600,09/08/2018,4 - 5 Años,1506,Masculino,JUAREZ,CIUDAD ,24,Menos de un año,Soltero,1
1153,POS2988,TEF,S5,Direct,32647,Vol-Transferencia entre planta,Voluntario,DNO,23/09/2022,JF010600,30/08/2018,4 - 5 Años,1485,Masculino,JUAREZ,CIUDAD ,25,Menos de un año,Soltero,0
1154,POS1323,VS9-ABS,S5,Direct,32598,Vol-Transferencia entre planta,Voluntario,DO,23/09/2022,JT012324,25/07/2019,1 - 3 Años,1156,Femenino,DURANGO,PAIS,45,10+ Years,U.Libre,1
1155,POS750,TEF,S5,Direct,32550,Vol-Transferencia entre planta,Voluntario,DNO,23/09/2022,ADMINIST,11/02/2021,1 - 3 Años,589,Femenino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
1156,POS2062,VS4,S6,Exempt,32350,Vol-Otro empleo,Voluntario,E3,22/09/2022,ADMINIST,24/08/2017,4 - 5 Años,1855,Masculino,DELICIAS,ESTADO,34,Menos de un año,Soltero,0
1157,POS1559,MFS,S5,Direct,32720,Vol-Transferencia entre planta,Voluntario,DNO,23/09/2022,JF010600,03/09/2014,6 - 10 Años,2942,Masculino,CD. JUAREZ,CIUDAD ,27,3-4 Years,Soltero,0
1158,POS347,LOG,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DNO,19/09/2022,JT012324,12/04/2018,4 - 5 Años,1621,Masculino,CHIHUAHUA,ESTADO,27,10+ Years,U.Libre,2
1159,POS538,VS5,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,20/09/2022,JF060600,17/10/2019,1 - 3 Años,1069,Femenino,JUAREZ,CIUDAD ,24,10+ Years,Soltero,0
1160,POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,20/09/2022,JS011500,13/02/2020,1 - 3 Años,950,Masculino,JUAREZ,CIUDAD ,25,1-2 Years ,U.Libre,0
1161,POS1323,VS9-ABS,S5,Direct,32500,Imp.Tra-Ausentismos continuos,Impuesta,DO,20/09/2022,JS011500,29/12/2020,1 - 3 Años,630,Femenino,DURANGO,PAIS,44,10+ Years,Soltero,3
1162,POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,20/09/2022,JS011500,04/02/2021,1 - 3 Años,593,Femenino,IXHUATLAN DEL SURESTE,PAIS,21,10+ Years,Soltero,0
1163,POS750,TEF,S5,Direct,32696,Vol-Estudios,Voluntario,DNO,20/09/2022,ADMINIST,01/09/2022,Menos de un Mes,19,Femenino,CIUDAD JUAREZ,CIUDAD ,21,10+ Years,Casado,1
1164,POS1323,VS5,S5,Direct,32590,Vol-Otro empleo,Voluntario,DO,20/09/2022,JT012324,14/12/2016,6 - 10 Años,2106,Masculino,PUEBLA,PAIS,35,10+ Years,U.Libre,1
1165,POS2803,VS7,S5,Direct,32280,Vol-Cambio de domicilio,Voluntario,DNO,21/09/2022,JT012324,15/08/2012,6 - 10 Años,3689,Masculino,CD JUAREZ CHIH,CIUDAD ,50,10+ Years,Casado,2
1166,POS2803,VS1,S5,Direct,32170,Vol-Otro empleo,Voluntario,DNO,20/09/2022,JF010600,12/09/2012,6 - 10 Años,3660,Masculino,MEXICO,PAIS,33,10+ Years,Soltero,0
1167,POS1323,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,20/09/2022,JS011500,21/05/2014,6 - 10 Años,3044,Femenino,VERACRUZ,PAIS,44,10+ Years,Casado,2
1168,POS1559,MFS,S5,Direct,32599,Vol-Otro empleo,Voluntario,DNO,20/09/2022,JF010600,16/12/2015,6 - 10 Años,2470,Masculino,VICENTE GUERRERO,PAIS,25,5-6 Years,Soltero,0
1169,POS1921,MFS,S5,Direct,32594,Imp.Tra-Ausentismos continuos,Impuesta,DO,20/09/2022,JS011500,06/01/2016,6 - 10 Años,2449,Masculino,JALTIPAN,PAIS,25,10+ Years,Soltero,0
1170,POS1323,VS1,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,27/09/2022,JS011500,24/10/2019,1 - 3 Años,1069,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
1171,POS1323,VS1,S5,Direct,32540,Vol-Transferencia entre planta,Voluntario,DO,30/09/2022,JF010600,15/12/2020,1 - 3 Años,654,Femenino,JUAREZ,CIUDAD ,20,Menos de un año,Soltero,0
1172,POS1323,VS4,S5,Direct,32599,Vol-Estudios,Voluntario,DO,27/09/2022,JS011500,26/01/2021,1 - 3 Años,609,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
1173,POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,27/09/2022,JF010600,28/01/2021,1 - 3 Años,607,Femenino,DISTRITO FEDERAL,PAIS,35,10+ Years,Casado,1
1174,POS2939,VS7,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,30/09/2022,JF010600,21/07/2022,1 - 6 Meses,71,Femenino,JUAREZ,CIUDAD ,22,Menos de un año,U.Libre,0
1175,POS1661,MFS,S5,Direct,32590,Vol-Otro empleo,Voluntario,DO,27/09/2022,JS011500,28/07/2022,1 - 6 Meses,61,Masculino,TIERRA BLANCA,PAIS,29,10+ Years,Soltero,0
1176,POS2939,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,28/09/2022,JT012324,01/09/2022,Menos de un Mes,27,Masculino,VERACRUZ,PAIS,37,10+ Years,U.Libre,1
1177,POS2939,VS9-ABS,S5,Direct,32583,Vol-No regreso / no dio razón,Voluntario,DO,28/09/2022,JT012324,08/09/2022,Menos de un Mes,20,Masculino,CIUDAD JUAREZ,CIUDAD ,47,10+ Years,Casado,2
1178,POS347,LOG,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DNO,27/09/2022,JS011500,08/09/2022,Menos de un Mes,19,Masculino,"BALLEZA, CHIHUAHUA",ESTADO,39,10+ Years,U.Libre,2
1179,POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,27/09/2022,JT031800,14/09/2022,Menos de un Mes,13,Femenino,PUNTA DE AGUA,PAIS,44,10+ Years,U.Libre,0
1180,POS1380,MFS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,27/09/2022,JT031800,14/09/2022,Menos de un Mes,13,Masculino,MICHOACAN,PAIS,47,10+ Years,Soltero,2
1181,POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,27/09/2022,JS011500,18/01/2017,4 - 5 Años,2078,Femenino,JUAREZ,CIUDAD ,26,10+ Years,Soltero,0
1182,POS1323,VS1,S5,Direct,32674,Vol-Cambio de domicilio,Voluntario,DO,27/09/2022,JT012324,24/08/2017,4 - 5 Años,1860,Femenino,FRANCISCO I MADERO,PAIS,36,10+ Years,U.Libre,3
1183,POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,27/09/2022,JF010600,07/09/2017,4 - 5 Años,1846,Femenino,ESTADO DE MEXICO,PAIS,27,10+ Years,Casado,0
1184,POS2003,VS7,S5,Direct,32590,Vol-Otro empleo,Voluntario,DO,27/09/2022,JF010600,13/01/2016,6 - 10 Años,2449,Masculino,CD. JUAREZ,CIUDAD ,30,10+ Years,Soltero,0
1185,POS750,TEF,S5,Direct,32546,Vol-Otro empleo,Voluntario,DNO,27/09/2022,ADMINIST,10/08/2016,6 - 10 Años,2239,Femenino,EL FUERTE,PAIS,34,10+ Years,Casado,0
1186,POS1380,MFS,S5,Direct,32587,Vol-Otro empleo,Voluntario,DO,04/10/2022,JT031800,28/12/2017,4 - 5 Años,1741,Femenino,CHIHUAHUA,ESTADO,23,10+ Years,Soltero,0
1187,POS1230,VS7,S5,Direct,32695,Vol-Transferencia entre planta,Voluntario,DNO,07/10/2022,JF010600,30/11/2016,6 - 10 Años,2137,Masculino,JUAREZ,CIUDAD ,34,Menos de un año,Casado,2
1188,POS2915,TEF,S5,Direct,32230,Vol-Razones médicas,Voluntario,DNO,04/10/2022,JT012324,25/09/1995,10+ Años,9871,Masculino,JUAREZ,CIUDAD ,47,10+ Years,U.Libre,2
1189,POS538,VS1,S5,Direct,32594,Imp.Tra-Ausentismos continuos,Impuesta,DO,04/10/2022,JF060600,20/07/2017,4 - 5 Años,1902,Femenino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
1190,POS1520,TEF,S6,Exempt,32598,Vol-Otro empleo,Voluntario,E3,06/10/2022,ADMINIST,15/07/2013,6 - 10 Años,3370,Femenino,JUAREZ,CIUDAD ,33,Menos de un año,Soltero,0
1191,POS2821,VS4,S6,Exempt,32422,Imp.Pat-Pensionado IMSS,Impuesta,E4,07/10/2022,ADMINIST,19/08/2013,6 - 10 Años,3336,Masculino,RAMOS ARIZPE,PAIS,53,Menos de un año,Casado,3
1192,POS2003,VS7,S5,Direct,32550,Vol-Otro empleo,Voluntario,DO,04/10/2022,JF010600,11/11/2013,6 - 10 Años,3249,Masculino,"CD. JUAREZ, CHIH",CIUDAD ,28,Menos de un año,Soltero,0
1193,POS347,LOG,S5,Direct,32599,Vol-Otro empleo,Voluntario,DNO,04/10/2022,JS011500,12/11/2014,6 - 10 Años,2883,Masculino,PUEBLA,PAIS,26,10+ Years,U.Libre,0
1194,POS1323,VS9-ABS,S5,Direct,32594,Vol-Insatisfacción personal,Voluntario,DO,04/10/2022,JT012324,27/01/2016,6 - 10 Años,2442,Masculino,CIUDAD JUAREZ,CIUDAD ,30,10+ Years,Soltero,0
1195,POS907,VS5,S6,Exempt,32403,Vol-Transferencia entre planta,Voluntario,E4,07/10/2022,ADMINIST,20/04/2016,6 - 10 Años,2361,Femenino,CIUDAD JUAREZ,CIUDAD ,28,Menos de un año,Soltero,0
1196,POS347,LOG,S5,Direct,32584,Vol-Insatisfacción personal,Voluntario,DNO,11/10/2022,JT021800,15/02/2018,4 - 5 Años,1699,Masculino,JUAREZ,CIUDAD ,33,10+ Years,Casado,2
1197,POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,11/10/2022,JS011500,16/01/2020,1 - 3 Años,999,Femenino,DURANGO,PAIS,36,10+ Years,Casado,2
1198,POS1323,VS7,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DO,14/10/2022,JT012324,13/02/2020,1 - 3 Años,974,Masculino,JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
1199,POS1380,MFS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,Impuesta,DO,11/10/2022,JF060600,08/12/2020,1 - 3 Años,672,Femenino,JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
1200,POS1230,VS4,S5,Direct,32576,Vol-Otro empleo,Voluntario,DNO,11/10/2022,JF010600,15/12/2020,1 - 3 Años,665,Masculino,OAXACA,PAIS,24,10+ Years,Soltero,0
1201,POS1323,VS1,S5,Direct,32599,Vol-Razones médicas,Voluntario,DO,11/10/2022,JT012324,29/12/2020,1 - 3 Años,651,Femenino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,0
1202,POS1921,MFS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,11/10/2022,JS011500,21/01/2021,1 - 3 Años,628,Masculino,TUXTEPEC,PAIS,31,10+ Years,Soltero,0
1203,POS514,LOG,S6,Exempt,32350,Vol-Transferencia entre planta,Voluntario,E3,12/10/2022,ADMINIST,04/08/2022,1 - 6 Meses,69,Femenino,CIUDAD JUAREZ,CIUDAD ,28,Menos de un año,Soltero,0
1204,POS2939,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,12/10/2022,JT012324,22/09/2022,Menos de un Mes,20,Femenino,DURANGO,PAIS,29,10+ Years,Soltero,2
1205,POS347,LOG,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DNO,11/10/2022,JF010600,12/04/2017,4 - 5 Años,2008,Femenino,JUAREZ,CIUDAD ,26,Menos de un año,Soltero,1
1206,POS1559,MFS,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DNO,21/10/2022,JT012324,21/02/2019,1 - 3 Años,1338,Masculino,TORREON,PAIS,47,3-4 Years,U.Libre,1
1207,POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,19/10/2022,JF010600,17/12/2020,1 - 3 Años,671,Femenino,DURANGO,PAIS,29,5-6 Years,Soltero,0
1208,POS1323,VS4,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,21/10/2022,JF010600,26/01/2021,1 - 3 Años,633,Femenino,VERACRUZ,PAIS,36,Menos de un año,U.Libre,3
1209,POS581,LOG,S6,Exempt,32540,Imp.Tra-Bajo desempeño,Impuesta,E3,21/10/2022,JF010600,22/07/2021,1 - 3 Años,456,Masculino,CHIHUAHUA,ESTADO,46,Menos de un año,Casado,2
1210,POS538,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,19/10/2022,JT031800,11/08/2022,1 - 6 Meses,69,Femenino,CIUDAD JUAREZ,CIUDAD ,30,10+ Years,U.Libre,2
1211,POS2939,VS7,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DO,19/10/2022,JS011500,18/08/2022,1 - 6 Meses,62,Masculino,DURANGO,PAIS,30,10+ Years,U.Libre,3
1212,POS538,VS9-ABS,S5,Direct,32690,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,25/08/2022,1 - 6 Meses,55,Femenino,CIUDAD JUAREZ,CIUDAD ,27,Menos de un año,Casado,3
1213,POS538,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,25/08/2022,1 - 6 Meses,55,Femenino,CHIHUAHUA,ESTADO,33,Menos de un año,Divorciado,2
1214,POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,08/09/2022,1 - 6 Meses,41,Masculino,POZA RICA DE HIDALGO,PAIS,41,Menos de un año,Casado,3
1215,POS538,VS9-ABS,S5,Direct,32576,Vol-No regreso / no dio razón,Voluntario,DO,17/10/2022,JF060600,08/09/2022,1 - 6 Meses,39,Femenino,SAN JUAN BAUTISTA TUXTEPE,PAIS,34,Menos de un año,Casado,4
1216,POS1380,MFS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,14/09/2022,1 - 6 Meses,35,Masculino,TORREON,PAIS,30,Menos de un año,U.Libre,2
1217,POS538,VS9-ABS,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,19/10/2022,JT031800,14/09/2022,1 - 6 Meses,35,Femenino,VIESCA,PAIS,42,10+ Years,Divorciado,2
1218,POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,14/09/2022,1 - 6 Meses,35,Femenino,SANTA MARIA DE OTAEZ,PAIS,22,Menos de un año,U.Libre,1
1219,POS538,VS1-HOUS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,22/09/2022,Menos de un Mes,27,Femenino,NAZAS,PAIS,37,Menos de un año,U.Libre,2
1220,POS2939,VS9-ABS,S5,Direct,32695,Vol-No regreso / no dio razón,Voluntario,DO,20/10/2022,JF010600,03/10/2022,Menos de un Mes,17,Femenino,GUADALAJARA,PAIS,48,Menos de un año,Casado,0
1221,POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,17/10/2022,JS011500,03/10/2022,Menos de un Mes,14,Femenino,JUAREZ,CIUDAD ,25,10+ Years,Casado,0
1222,POS2456,MFS,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,20/10/2022,JF010600,03/08/2017,4 - 5 Años,1904,Femenino,JUAREZ,CIUDAD ,23,10+ Years,Soltero,0
1223,POS538,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,19/10/2022,JT031800,03/08/2017,4 - 5 Años,1903,Femenino,CORDOBA,PAIS,28,10+ Years,U.Libre,2
1224,POS1667,VS9-ABS,S6,Managers,32448,Vol-Transferencia entre planta,Voluntario,SL1,21/10/2022,ADMINIST,27/10/2014,6 - 10 Años,2916,Masculino,PEÑON BLANCO,PAIS,54,Menos de un año,Casado,1
1225,POS1745,MFS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DNO,21/10/2022,ADMINIST,14/01/2015,6 - 10 Años,2837,Masculino,HIDALGO DEL PARRAL,ESTADO,31,7-8 Years,Casado,0
1226,POS2622,VS7,S6,Exempt,32696,Vol-Cambio de domicilio,Voluntario,E4,21/10/2022,ADMINIST,20/04/2016,6 - 10 Años,2375,Femenino,CIUDAD JUAREZ,CIUDAD ,29,Menos de un año,Casado,0
1227,POS538,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,19/10/2022,JT031800,12/10/2016,6 - 10 Años,2198,Femenino,JUAREZ,CIUDAD ,32,Menos de un año,Soltero,1
1228,POS343,VS4,S6,Exempt,32573,Vol-Otro empleo,Voluntario,E3,28/10/2022,ADMINIST,28/10/2015,6 - 10 Años,2557,Femenino,CD. JUAREZ,CIUDAD ,30,Menos de un año,Casado,1
1229,POS1323,VS5,S5,Direct,32600,Vol-Insatisfacción personal,Voluntario,DO,25/10/2022,JF010600,19/01/2021,1 - 3 Años,644,Masculino,JUAREZ,CIUDAD ,25,Menos de un año,Soltero,0
1230,POS538,VS1-HOUS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/10/2022,JF060600,14/09/2022,1 - 6 Meses,40,Masculino,JUAREZ,CIUDAD ,19,Menos de un año,Soltero,1
1231,POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/10/2022,JS011500,14/09/2022,1 - 6 Meses,40,Femenino,CHIHUAHUA,ESTADO,31,10+ Years,Casado,3
1232,POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/10/2022,JF010600,22/09/2022,1 - 6 Meses,32,Masculino,EJISO NUEVO BENAVIDES,ESTADO,38,Menos de un año,Casado,4
1233,POS2939,VS9-ABS,S5,Direct,32574,Vol-No regreso / no dio razón,Voluntario,DO,27/10/2022,JT012324,29/09/2022,Menos de un Mes,28,Femenino,JUAREZ,CIUDAD ,26,10+ Years,Soltero,1
1234,POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/10/2022,JF010600,03/10/2022,Menos de un Mes,21,Masculino,SAN ANDRES TUXTLA,PAIS,26,Menos de un año,Soltero,1
1235,POS2939,VS1-HOUS,S5,Direct,32546,Vol-No regreso / no dio razón,Voluntario,DO,20/10/2022,JS011500,06/10/2022,Menos de un Mes,14,Femenino,SAN LUIS POTOSI,PAIS,39,10+ Years,Casado,3
1236,POS2939,VS9-ABS,S5,Direct,32690,Vol-No regreso / no dio razón,Voluntario,DO,27/10/2022,JT012324,11/10/2022,Menos de un Mes,16,Masculino,CAMPECHE,PAIS,34,10+ Years,Divorciado,3
1237,POS2939,VS4,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DO,24/10/2022,JS011500,13/10/2022,Menos de un Mes,11,Femenino,CIUDAD JUAREZ,CIUDAD ,20,10+ Years,U.Libre,0
1238,POS1323,VS5,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,28/10/2022,JF010600,11/01/2018,4 - 5 Años,1751,Femenino,CHIHUAHUA,ESTADO,26,Menos de un año,U.Libre,2
1239,POS1380,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,25/10/2022,JF060600,21/12/2016,6 - 10 Años,2134,Femenino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,0
1240,POS347,LOG,S5,Direct,32575,Imp.Tra-Jubilación,Impuesta,DNO,21/10/2022,JF010600,04/05/1994,10+ Años,10397,Masculino,"PARRAL, CHIH",ESTADO,55,Menos de un año,U.Libre,6
1241,POS1323,VS4,S5,Direct,32170,Imp.Tra-Jubilación,Impuesta,DO,28/10/2022,JF010600,28/08/1995,10+ Años,9923,Femenino,JUAREZ,CIUDAD ,57,Menos de un año,Casado,4
1242,POS1230,VS5,S5,Direct,32425,Vol-Transferencia entre planta,Voluntario,DNO,28/10/2022,JF010600,07/09/2009,10+ Años,4799,Masculino,CD JUAREZ,CIUDAD ,31,Menos de un año,Soltero,1
1243,POS2803,VS7,S5,Direct,32695,Vol-Otro empleo,Voluntario,DNO,25/10/2022,JF010600,06/11/2013,6 - 10 Años,3275,Masculino,CIUDAD JUAREZ,CIUDAD ,37,Menos de un año,Casado,3
1244,POS1230,TEF,S5,Direct,32583,Vol-Otro empleo,Voluntario,DNO,25/10/2022,ADMINIST,09/12/2015,6 - 10 Años,2512,Masculino,CIUDAD JUAREZ,CIUDAD ,26,10+ Years,Soltero,0
1245,POS2939,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,04/10/2022,JS011500,22/09/2022,Menos de un Mes,12,Femenino,JIMENEZ,ESTADO,47,10+ Years,U.Libre,2
1246,POS1559,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DNO,04/11/2022,ADMINIST,12/09/2019,1 - 3 Años,1149,Masculino,JUAREZ,CIUDAD ,24,10+ Years,Casado,1
1247,POS1323,VS9-ABS,S5,Direct,32500,Imp.Tra-Ausentismos continuos,Impuesta,DO,02/11/2022,JS011500,26/11/2020,1 - 3 Años,706,Femenino,GUANAJUATO,PAIS,33,10+ Years,Soltero,3
1248,POS1323,VS1,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,04/11/2022,JT012324,19/01/2021,1 - 3 Años,654,Femenino,OAXACA,PAIS,35,10+ Years,U.Libre,3
